"Metabolite","Penalized_coeff","Beta","SE","P","P_fdr"
"C8_QI607",-0.00110784060032561,-0.00565438670016841,0.00941074492847771,0.547973944472895,0.784326723839678
"C8_QI608",-0.00137879948462211,-0.0182288268933495,0.00896675225087469,0.0421169794982546,0.328512440086386
"C8_QI611",-0.000240197803887194,-0.0131587897692297,0.00924069054962876,0.154513160463807,0.508820041359613
"C8_QI659",-0.00021390552679245,-0.00274205932727017,0.00912150474143045,0.76372199526318,0.885666822152285
"C8_QI699",-0.00155959117855764,-0.0168147702732454,0.0097614967309019,0.0850360757875716,0.383753278672087
"C8_QI791",-0.00132496836171482,-0.00952916851490599,0.00930270145349416,0.305726875821126,0.637549334618029
"C8_QI11467",-0.00142662861203809,-0.0153530868318654,0.00854163358772088,0.0723321983906349,0.383753278672087
"C8_QI11450",-0.00178246127378502,-0.0120666268604128,0.00933128773843537,0.196029168977913,0.534699715636353
"C8_QI11446",-0.00158262300299508,-0.0237326075457965,0.00918562165404448,0.00980627784753227,0.172504204574183
"C8_QI879",-0.00130077908923136,-0.00886439463030428,0.00929878577445885,0.340495840810423,0.663966889580325
"C8_QI887",-0.000588618236302407,0.00690862950229175,0.0094878839927274,0.466557517226668,0.73216509025543
"C8_QI11354",-0.000406946983408618,0.000295166761701169,0.00940055596607633,0.974952823812523,0.987614548797101
"C8_QI11299",-1.40690993681161e-05,-0.00536590862945105,0.00972738929378743,0.581230348752596,0.795367845661447
"C8_QI11274",-0.00196400794187277,-0.00963278686836139,0.00949910185005599,0.310600957890835,0.637549334618029
"C8_QI11207",0.0489674921427115,4.20083494129776e-05,0.00975398671600817,0.996563880507308,0.996563880507308
"C8_QI11062",-0.000237146647564639,-0.00727265620425027,0.00975127849356946,0.455817256655044,0.73216509025543
"C8_QI1170",-0.000217322616127145,-0.012125839432322,0.00855757101565362,0.156560012726035,0.508820041359613
"C8_QI1202",-0.00152368510723799,-0.00887814361645223,0.0096130474636272,0.355769123415341,0.676829064058453
"C8_QI1244",-0.00166824409804561,-0.0135057111891208,0.0097582334967463,0.166415919272169,0.513341151651723
"C8_QI10998",-0.00178391089816536,-0.0224163563951304,0.00955586521968085,0.0190276307031189,0.20603942244314
"C8_QI1352",-0.000419998436753432,-0.0162002016140751,0.00931808276308543,0.082176252049702,0.383753278672087
"C8_QI10837",-0.0018165282064211,-0.0185294796071895,0.00978917197931129,0.0584400157266497,0.371229549038188
"C8_QI1410",-0.00222048196775695,-0.0156361923906154,0.00904474677746127,0.0839206231652381,0.383753278672087
"C8_QI1471",-0.000305071273506019,-0.0035013389685575,0.00924133527978165,0.704796307183991,0.872604951751608
"C8_QI10726",-0.00109746029595332,-0.00588897421253896,0.00980379016513797,0.548080851113891,0.784326723839678
"C8_QI1514",-0.00057854476100036,-0.000344670428346866,0.00884132412185832,0.968904825610008,0.987614548797101
"C8_QI10722",-0.000951515078655999,-0.0114922719876747,0.00894222342459448,0.198798612223772,0.534699715636353
"C8_QI1560",-0.000648080087859425,-0.0130278065276848,0.00870371148069172,0.134512346687987,0.476907410984681
"C8_QI10686",-0.00052454521555303,0.00946389156060142,0.00926673123561087,0.307178117479627,0.637549334618029
"C8_QI10680",-0.00119760874316817,-0.013746007915282,0.00859371557537561,0.109770280694035,0.450635889164986
"C8_QI1567",-0.000349069747716323,-0.00694159170988581,0.0088546775030027,0.433112929022192,0.718783158802787
"C8_QI10448",-0.000448734746529557,-0.00835410333029346,0.00922947178336997,0.365431447311497,0.678658402149923
"C8_QI10423",-0.000202172994758331,-0.00238603311273513,0.00841633368790693,0.77680642243243,0.885666822152285
"C8_QI1817",-0.000122129055205456,-0.00563238727438026,0.00876190247205712,0.520369245171548,0.780553867757322
"C8_QI10392",-0.00172462756957152,-0.00223238304891988,0.00935464322758684,0.811396288943991,0.904127293394733
"C8_QI1850",0.0589640144718688,-0.00345123509386748,0.00953986388984979,0.717540855718019,0.874502917906336
"C8_QI1950",-0.00127865370291142,-0.00831119680737074,0.00965595290265484,0.389430412691853,0.683404880016483
"C8_QI10256",-0.00134446124614129,-0.00276991387858788,0.00934649799251631,0.766969766421368,0.885666822152285
"C8_QI1958",-0.000119734254267276,-0.00567237967998336,0.00956171887437128,0.553050895015157,0.784326723839678
"C8_QI1990",-0.000811031644557836,-0.0110447414707552,0.00967246592733825,0.253566778846393,0.606848422852941
"C8_QI10254",-0.00134487544096872,-0.00377233382674009,0.00908796621750573,0.678094746814984,0.872604951751608
"C8_QI2028",-0.000322325667600949,-0.0100556896420641,0.00927810409205072,0.278506840337213,0.620672387037217
"C8_QI2157",-0.00102855183413576,-0.00440077187988525,0.00899573042760495,0.624718771867736,0.840139038029024
"C8_QI2158",-0.000485699808307828,-0.0105028428936339,0.00925961436428226,0.256743563514706,0.606848422852941
"C8_QI10083",-0.000686036529721795,-0.00631156241268006,0.00935525056609664,0.499929273421598,0.764597712291856
"C8_QI9990",-0.00120678164353211,-0.012432685254614,0.00908257137426434,0.171113717217241,0.513341151651723
"C8_QI9619",-0.000251900938898221,-0.0176012975356357,0.00931145037454015,0.0587828513229077,0.371229549038188
"C8_QI2685",-0.00130593375159291,-0.00746456471060677,0.00857869702109058,0.384276310543351,0.683404880016483
"C8_QI9453",-0.00114915610326715,-0.0174484272355607,0.00934233117899369,0.0618715915063647,0.371229549038188
"C8_QI2905",-0.00111245010087415,-0.00240478643521726,0.00875071407723497,0.783474496519329,0.885666822152285
"C8_QI9336",-0.00135399791436771,-0.0100827943825619,0.00878365797741133,0.251068676391997,0.606848422852941
"C8_QI8758",-6.92256698084592e-05,-0.00603186541547893,0.0083356894173718,0.469336596317583,0.73216509025543
"C8_QI3552",-0.000913481345695194,-0.0220104697310806,0.00954317114961179,0.0211322484557067,0.20603942244314
"C8_QI8611",-0.000839895467297584,-0.0101803579027514,0.00937708509685646,0.27768490398411,0.620672387037217
"C8_QI8521",-8.72227053108201e-05,-0.0194843707896077,0.00885654166411276,0.0278567618004677,0.241425268937386
"C8_QI7126",-0.000152473307662182,-0.0251917223079708,0.00904306111968244,0.00536245099060762,0.139423725755798
"C8_QI5232",-0.000422450470044811,-0.0225272166510435,0.00886232563889587,0.0110579618316784,0.172504204574183
"C8_QI5367",-0.00132640124660561,-0.035791781125236,0.00931225438568386,0.000122934368603078,0.0095888807510401
"HILIC_QI14974",-5.52438669707016e-05,-0.0112251537257577,0.00724548110454067,0.121389352695381,0.450874738582842
