"Metabolite","Penalized_coeff","Beta","SE","P","P_fdr"
NA,-0.00111245010087415,-0.0024044353465936,0.00875047991097997,0.783499667863258,0.885695276714987
NA,-0.00135399791436771,-0.0100816096922799,0.00878465356025652,0.251178059770603,0.606705817112439
NA,-6.92256698084592e-05,-0.00604916363180118,0.00833847543726713,0.46821194131143,0.73041062844583
NA,-0.000913481345695194,-0.0219920563754458,0.00954362701754725,0.0212464737983586,0.207153119533996
NA,-0.000839895467297584,-0.0101939723755929,0.00937862011428065,0.277121504593665,0.621596284755419
NA,-8.72227053108201e-05,-0.0194804388848872,0.00885595712589625,0.0278779814585758,0.24160917264099
NA,-0.000152473307662182,-0.0251777092935939,0.00903607491997654,0.00535247065594486,0.139164237054566
NA,-0.000422450470044811,-0.0225358765651302,0.00885488300401359,0.0109598809499603,0.170974142819381
NA,-0.00132640124660561,-0.0358228442048333,0.00931140861277684,0.000121105200916335,0.00944620567147409
NA,-5.52438669707016e-05,-0.0111860910660843,0.00724675784413098,0.122756154614377,0.455951431424829
